ஃ x 
அடங்கிக்கிடந்த ˀʌ˞ɽʌŋʲgʲɪkkʲɪ˞ɽʌn̪d̪ə 
அடங்கிய ˀʌ˞ɽʌŋʲgʲɪɪ̯ə 
அடங்கியுள்ளது ˀʌ˞ɽʌŋʲgʲɪɪ̯ɨ˞ɭɭʌðɨ 
அடங்கும் ˀʌ˞ɽʌŋgɨm 
அடங்குவர் ˀʌ˞ɽʌŋgɨʋʌr 
அடமானத்தில் ˀʌ˞ɽʌmɑːn̺ʌt̪t̪ɪl 
அடமானமாக ˀʌ˞ɽʌmɑːn̺ʌmɑːxə 
அடமானம் ˀʌ˞ɽʌmɑːn̺ʌm 
அடம் ˀʌ˞ɽʌm 
அடம்பிடித்து ˀʌ˞ɽʌmbɪ˞ɽɪt̪t̪ɨ 
அடர்த்தி ˀʌ˞ɽʌrt̪t̪ɪˑ 
அடர்த்தியான ˀʌ˞ɽʌrt̪t̪ɪɪ̯ɑːn̺ə 
அடர்ந்த ˀʌ˞ɽʌrn̪d̪ə 
அடர்வு ˀʌ˞ɽʌrʋʉ̩ 
அடாடா ˀʌ˞ɽɑ˞ːɽɑː 
அடாப்டர் ˀʌ˞ɽɑːpʈʌr 
அடால்ஃப் ˀʌ˞ɽɑːlxp 
அடால்ப் ˀʌ˞ɽɑːlp 
அடி ˀʌ˞ɽɪˑ 
அடிகள் ˀʌ˞ɽɪxʌ˞ɭ 
அடிக்க ˀʌ˞ɽɪkkə 
அடிக்கச் ˀʌ˞ɽɪkkʌtʃ 
அடிக்கடி ˀʌ˞ɽɪkkʌ˞ɽɪˑ 
அடிக்கணும் ˀʌ˞ɽɪkkʌ˞ɳʼɨm 
அடிக்கத் ˀʌ˞ɽɪkkʌt̪ 
அடிக்கப்பட்டன ˀʌ˞ɽɪkkʌppʌ˞ʈʈʌn̺ə 
அடிக்கப்பட்டுள்ளது ˀʌ˞ɽɪkkʌppʌ˞ʈʈɨ˞ɭɭʌðɨ 
அடிக்கல் ˀʌ˞ɽɪkkʌl 
அடிக்கவில்லை ˀʌ˞ɽɪkkʌʋɪllʌɪ̯ 
அடிக்காமலா ˀʌ˞ɽɪkkɑːmʌlɑː 
அடிக்கின்றனர் ˀʌ˞ɽɪkkʲɪn̺d̺ʳʌn̺ʌr 
அடிக்கிறது ˀʌ˞ɽɪkkʲɪɾʌðɨ 
அடிக்கு ˀʌ˞ɽɪkkɨ 
அடிக்குதே ˀʌ˞ɽɪkkɨðeˑ 
அடிக்கும் ˀʌ˞ɽɪkkɨm 
அடிசன் ˀʌ˞ɽɪsʌn̺ 
அடிச் ˀʌ˞ɽɪtʃ 
அடிட்டிவ் ˀʌ˞ɽɪ˞ʈʈɪʋ 
அடிதடி ˀʌ˞ɽɪðʌ˞ɽɪˑ 
அடிதடிக்குப் ˀʌ˞ɽɪðʌ˞ɽɪkkɨp 
அடித்த ˀʌ˞ɽɪt̪t̪ə 
அடித்தது ˀʌ˞ɽɪt̪t̪ʌðɨ 
அடித்ததுபோல ˀʌ˞ɽɪt̪t̪ʌðɨβoːlə 
அடித்தனர் ˀʌ˞ɽɪt̪t̪ʌn̺ʌr 
அடித்தள ˀʌ˞ɽɪt̪t̪ʌ˞ɭʼə 
அடித்தளமாக ˀʌ˞ɽɪt̪t̪ʌ˞ɭʼʌmɑːxə 
அடித்தளமான ˀʌ˞ɽɪt̪t̪ʌ˞ɭʼʌmɑːn̺ə 
அடித்தளமிட்டது ˀʌ˞ɽɪt̪t̪ʌ˞ɭʼʌmɪ˞ʈʈʌðɨ 
அடித்தளமே ˀʌ˞ɽɪt̪t̪ʌ˞ɭʼʌmeˑ 
அடித்தளம் ˀʌ˞ɽɪt̪t̪ʌ˞ɭʼʌm 
அடித்தவர்கள் ˀʌ˞ɽɪt̪t̪ʌʋʌrɣʌ˞ɭ 
அடித்தாக ˀʌ˞ɽɪt̪t̪ɑːxə 
அடித்தார் ˀʌ˞ɽɪt̪t̪ɑːr 
அடித்தாலும் ˀʌ˞ɽɪt̪t̪ɑːlɨm 
அடித்தால் ˀʌ˞ɽɪt̪t̪ɑːl 
அடித்து ˀʌ˞ɽɪt̪t̪ɨ 
அடித்துக்கொண்டு ˀʌ˞ɽɪt̪t̪ɨkko̞ɳɖɨ 
அடித்துச் ˀʌ˞ɽɪt̪t̪ɨtʃ 
அடித்துப் ˀʌ˞ɽɪt̪t̪ɨp 
அடித்துவரப்பட்ட ˀʌ˞ɽɪt̪t̪ɨʋʌɾʌppʌ˞ʈʈə 
அடித்துவிடுவேன் ˀʌ˞ɽɪt̪t̪ɨʋɪ˞ɽɨʋeːn̺ 
அடித்தோ ˀʌ˞ɽɪt̪t̪oˑ 
அடிநாதமாய் ˀʌ˞ɽɪn̺ɑːðʌmɑːɪ̯ 
அடிநாதம் ˀʌ˞ɽɪn̺ɑːðʌm 
அடிநாளத்தில் ˀʌ˞ɽɪn̺ɑ˞ːɭʼʌt̪t̪ɪl 
அடிபடவில்லை ˀʌ˞ɽɪβʌ˞ɽʌʋɪllʌɪ̯ 
அடிபடாமல் ˀʌ˞ɽɪβʌ˞ɽɑːmʌl 
அடிபட்ட ˀʌ˞ɽɪβʌ˞ʈʈə 
அடிபட்டாலும் ˀʌ˞ɽɪβʌ˞ʈʈɑːlɨm 
அடிபட்டு ˀʌ˞ɽɪβʌ˞ʈʈɨ 
அடிப் ˀʌ˞ɽɪp 
அடிப்பகுதியில் ˀʌ˞ɽɪppʌxɨðɪɪ̯ɪl 
அடிப்பகுதியை ˀʌ˞ɽɪppʌxɨðɪɪ̯ʌɪ̯ 
அடிப்படை ˀʌ˞ɽɪppʌ˞ɽʌɪ̯ 
அடிப்படைகளுக்கும் ˀʌ˞ɽɪppʌ˞ɽʌɪ̯xʌ˞ɭʼɨkkɨm 
அடிப்படைகளை ˀʌ˞ɽɪppʌ˞ɽʌɪ̯xʌ˞ɭʼʌɪ̯ 
அடிப்படைகள் ˀʌ˞ɽɪppʌ˞ɽʌɪ̯xʌ˞ɭ 
அடிப்படைக் ˀʌ˞ɽɪppʌ˞ɽʌɪ̯k 
அடிப்படைப்பணியை ˀʌ˞ɽɪppʌ˞ɽʌɪ̯ppʌ˞ɳʼɪɪ̯ʌɪ̯ 
அடிப்படையாக ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɑːxə 
அடிப்படையாகக் ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɑːxʌk 
அடிப்படையாகக்கொண்டு ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɑːxʌkko̞ɳɖɨ 
அடிப்படையான ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɑːn̺ə 
அடிப்படையிலான ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɪlɑːn̺ə 
அடிப்படையிலும் ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɪlɨm 
அடிப்படையிலே ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɪleˑ 
அடிப்படையிலேயே ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɪleːɪ̯eˑ 
அடிப்படையில் ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɪl 
அடிப்படையில்தான் ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɪlðɑːn̺ 
அடிப்படையும் ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ɨm 
அடிப்படையைக் ˀʌ˞ɽɪppʌ˞ɽʌjɪ̯ʌɪ̯k 
அடிப்படைவாதம் ˀʌ˞ɽɪppʌ˞ɽʌɪ̯ʋɑːðʌm 
அடிப்பட்டது ˀʌ˞ɽɪppʌ˞ʈʈʌðɨ 
அடிப்பதற்காக ˀʌ˞ɽɪppʌðʌrkɑːxə 
அடிப்பதில்லை ˀʌ˞ɽɪppʌðɪllʌɪ̯ 
அடிப்பது ˀʌ˞ɽɪppʌðɨ 
அடிப்பதை ˀʌ˞ɽɪppʌðʌɪ̯ 
அடிப்பாகத்தில் ˀʌ˞ɽɪppɑːxʌt̪t̪ɪl 
அடிப்பாகம் ˀʌ˞ɽɪppɑːxʌm 
அடிப்பார் ˀʌ˞ɽɪppɑːr 
அடிமை ˀʌ˞ɽɪmʌɪ̯ 
அடிமைகளாக ˀʌ˞ɽɪmʌɪ̯xʌ˞ɭʼɑːxə 
அடிமைகளும் ˀʌ˞ɽɪmʌɪ̯xʌ˞ɭʼɨm 
அடிமைகளை ˀʌ˞ɽɪmʌɪ̯xʌ˞ɭʼʌɪ̯ 
அடிமைகள் ˀʌ˞ɽɪmʌɪ̯xʌ˞ɭ 
அடிமைதனம் ˀʌ˞ɽɪmʌɪ̯ðʌn̺ʌm 
அடிமைத்தனம் ˀʌ˞ɽɪmʌɪ̯t̪t̪ʌn̺ʌm 
அடிமைத்தளையில் ˀʌ˞ɽɪmʌɪ̯t̪t̪ʌ˞ɭʼʌjɪ̯ɪl 
அடிமையாக்கப் ˀʌ˞ɽɪmʌjɪ̯ɑːkkʌp 
அடிமையாக்கினார் ˀʌ˞ɽɪmʌjɪ̯ɑːkkʲɪn̺ɑːr 
அடிமையான ˀʌ˞ɽɪmʌjɪ̯ɑːn̺ə 
அடிமையானவர்கள் ˀʌ˞ɽɪmʌjɪ̯ɑːn̺ʌʋʌrɣʌ˞ɭ 
அடிமையானோர் ˀʌ˞ɽɪmʌjɪ̯ɑːn̺oːr 
அடிமையைத் ˀʌ˞ɽɪmʌjɪ̯ʌɪ̯t̪ 
அடியாக ˀʌ˞ɽɪɪ̯ɑːxə 
அடியாட்களின் ˀʌ˞ɽɪɪ̯ɑ˞ːʈkʌ˞ɭʼɪn̺ 
அடியாட்கள் ˀʌ˞ɽɪɪ̯ɑ˞ːʈkʌ˞ɭ 
அடியாள் ˀʌ˞ɽɪɪ̯ɑ˞ːɭ 
அடியிலும் ˀʌ˞ɽɪɪ̯ɪlɨm 
அடியில் ˀʌ˞ɽɪɪ̯ɪl 
அடியும் ˀʌ˞ɽɪɪ̯ɨm 
அடியெடுத்து ˀʌ˞ɽɪɪ̯ɛ̝ɽɨt̪t̪ɨ 
அடியெடுப்பு ˀʌ˞ɽɪɪ̯ɛ̝ɽɨppʉ̩ 
அடியை ˀʌ˞ɽɪɪ̯ʌɪ̯ 
அடியோடு ˀʌ˞ɽɪɪ̯o˞ːɽɨ 
அடிலே ˀʌ˞ɽɪleˑ 
அடிலேவைச் ˀʌ˞ɽɪleːʋʌɪ̯tʃ 
அடிவாங்கி ˀʌ˞ɽɪʋɑːŋʲgʲɪˑ 
அடிவாரத்தில் ˀʌ˞ɽɪʋɑːɾʌt̪t̪ɪl 
அடுக்கக ˀʌ˞ɽɨkkʌxə 
அடுக்கடுக்காக ˀʌ˞ɽɨkkʌ˞ɽɨkkɑːxə 
அடுக்கவில்லை ˀʌ˞ɽɨkkʌʋɪllʌɪ̯ 
அடுக்கி ˀʌ˞ɽɨkkʲɪˑ 
அடுக்கிக் ˀʌ˞ɽɨkkʲɪk 
அடுக்கிவிட்டோம் ˀʌ˞ɽɨkkʲɪʋɪ˞ʈʈoːm 
அடுக்கு ˀʌ˞ɽɨkkɨ 
அடுக்குகளில் ˀʌ˞ɽɨkkɨxʌ˞ɭʼɪl 
அடுக்குகள் ˀʌ˞ɽɨkkɨxʌ˞ɭ 
அடுக்குமாடி ˀʌ˞ɽɨkkɨmɑ˞ːɽɪˑ 
அடுக்குமாடிக் ˀʌ˞ɽɨkkɨmɑ˞ːɽɪk 
அடுக்குவது ˀʌ˞ɽɨkkɨʋʌðɨ 
அடுத் ˀʌ˞ɽɨt̪ 
அடுத்த ˀʌ˞ɽɨt̪t̪ə 
அடுத்தகட்ட ˀʌ˞ɽɨt̪t̪ʌxʌ˞ʈʈə 
அடுத்தகட்டமாக ˀʌ˞ɽɨt̪t̪ʌxʌ˞ʈʈʌmɑːxə 
அடுத்தக் ˀʌ˞ɽɨt̪t̪ʌk 
அடுத்தடுத்த ˀʌ˞ɽɨt̪t̪ʌ˞ɽɨt̪t̪ə 
அடுத்தடுத்து ˀʌ˞ɽɨt̪t̪ʌ˞ɽɨt̪t̪ɨ 
அடுத்ததாக ˀʌ˞ɽɨt̪t̪ʌðɑːxə 
அடுத்தது ˀʌ˞ɽɨt̪t̪ʌðɨ 
அடுத்தபடியாக ˀʌ˞ɽɨt̪t̪ʌβʌ˞ɽɪɪ̯ɑːxə 
அடுத்தப்படியாக ˀʌ˞ɽɨt̪t̪ʌppʌ˞ɽɪɪ̯ɑːxə 
அடுத்தவர் ˀʌ˞ɽɨt̪t̪ʌʋʌr 
அடுத்தவர்களுக்காக ˀʌ˞ɽɨt̪t̪ʌʋʌrɣʌ˞ɭʼɨkkɑːxə 
அடுத்தவர்கள் ˀʌ˞ɽɨt̪t̪ʌʋʌrɣʌ˞ɭ 
அடுத்தவாரம் ˀʌ˞ɽɨt̪t̪ʌʋɑːɾʌm 
அடுத்து ˀʌ˞ɽɨt̪t̪ɨ 
அடுத்துள்ள ˀʌ˞ɽɨt̪t̪ɨ˞ɭɭə 
அடுப ˀʌ˞ɽɨβə 
அடுப்பு ˀʌ˞ɽɨppʉ̩ 
அடுப்புகள் ˀʌ˞ɽɨppʉ̩xʌ˞ɭ 
அடும்புனலை ˀʌ˞ɽɨmbʉ̩n̺ʌlʌɪ̯ 
அடேயப்பா ˀʌ˞ɽeːɪ̯ʌppɑː 
அடை ˀʌ˞ɽʌɪ̯ 
அடைகின்றன ˀʌ˞ɽʌɪ̯gʲɪn̺d̺ʳʌn̺ə 
அடைகின்றனர் ˀʌ˞ɽʌɪ̯gʲɪn̺d̺ʳʌn̺ʌr 
அடைகிறது ˀʌ˞ɽʌɪ̯gʲɪɾʌðɨ 
அடைகிறான் ˀʌ˞ɽʌɪ̯gʲɪɾɑːn̺ 
அடைகிறார்கள் ˀʌ˞ɽʌɪ̯gʲɪɾɑːrɣʌ˞ɭ 
அடைக்க ˀʌ˞ɽʌjccə 
அடைக்கப்பட ˀʌ˞ɽʌjccʌppʌ˞ɽə 
அடைக்கப்படுகிறார் ˀʌ˞ɽʌjccʌppʌ˞ɽɨçɪɾɑːr 
அடைக்கப்படுகிறாள் ˀʌ˞ɽʌjccʌppʌ˞ɽɨçɪɾɑ˞ːɭ 
அடைக்கப்பட்டது ˀʌ˞ɽʌjccʌppʌ˞ʈʈʌðɨ 
அடைக்கப்பட்டுவிடும் ˀʌ˞ɽʌjccʌppʌ˞ʈʈɨʋɪ˞ɽɨm 
அடைக்கப்பட்டுவிட்டதே ˀʌ˞ɽʌjccʌppʌ˞ʈʈɨʋɪ˞ʈʈʌðeˑ 
அடைக்கும் ˀʌ˞ɽʌjccɨm 
அடைதல் ˀʌ˞ɽʌɪ̯ðʌl 
அடைத்து ˀʌ˞ɽʌɪ̯t̪t̪ɨ 
அடைத்துக்கொண்டு ˀʌ˞ɽʌɪ̯t̪t̪ɨkko̞ɳɖɨ 
அடைந் ˀʌ˞ɽʌɪ̯n̺ 
அடைந்த ˀʌ˞ɽʌɪ̯n̪d̪ə 
அடைந்ததாக ˀʌ˞ɽʌɪ̯n̪d̪ʌðɑːxə 
அடைந்ததால் ˀʌ˞ɽʌɪ̯n̪d̪ʌðɑːl 
அடைந்தது ˀʌ˞ɽʌɪ̯n̪d̪ʌðɨ 
அடைந்தன ˀʌ˞ɽʌɪ̯n̪d̪ʌn̺ə 
அடைந்தனர் ˀʌ˞ɽʌɪ̯n̪d̪ʌn̺ʌr 
அடைந்தபிறகு ˀʌ˞ɽʌɪ̯n̪d̪ʌβɪɾʌxɨ 
அடைந்தபோதும் ˀʌ˞ɽʌɪ̯n̪d̪ʌβoːðɨm 
அடைந்தவர்களை ˀʌ˞ɽʌɪ̯n̪d̪ʌʋʌrɣʌ˞ɭʼʌɪ̯ 
அடைந்தவர்கள் ˀʌ˞ɽʌɪ̯n̪d̪ʌʋʌrɣʌ˞ɭ 
அடைந்தார் ˀʌ˞ɽʌɪ̯n̪d̪ɑːr 
அடைந்தாலும் ˀʌ˞ɽʌɪ̯n̪d̪ɑːlɨm 
அடைந்தால் ˀʌ˞ɽʌɪ̯n̪d̪ɑːl 
அடைந்திட ˀʌ˞ɽʌɪ̯n̪d̪ɪ˞ɽə 
அடைந்திருக்கலாம் ˀʌ˞ɽʌɪ̯n̪d̪ɪɾɨkkʌlɑːm 
அடைந்திருக்கிறது ˀʌ˞ɽʌɪ̯n̪d̪ɪɾɨkkʲɪɾʌðɨ 
அடைந்திருப்பது ˀʌ˞ɽʌɪ̯n̪d̪ɪɾɨppʌðɨ 
அடைந்திருப்பாரா ˀʌ˞ɽʌɪ̯n̪d̪ɪɾɨppɑːɾɑː 
அடைந்து ˀʌ˞ɽʌɪ̯n̪d̪ɨ 
அடைந்துகிடப்பதுதான் ˀʌ˞ɽʌɪ̯n̪d̪ɨçɪ˞ɽʌppʌðɨðɑːn̺ 
அடைந்துள்ள ˀʌ˞ɽʌɪ̯n̪d̪ɨ˞ɭɭə 
அடைந்துள்ளதாக ˀʌ˞ɽʌɪ̯n̪d̪ɨ˞ɭɭʌðɑːxə 
அடைந்துள்ளது ˀʌ˞ɽʌɪ̯n̪d̪ɨ˞ɭɭʌðɨ 
அடைந்துள்ளதையடுத்து ˀʌ˞ɽʌɪ̯n̪d̪ɨ˞ɭɭʌðʌjɪ̯ʌ˞ɽɨt̪t̪ɨ 
அடைந்துள்ளன ˀʌ˞ɽʌɪ̯n̪d̪ɨ˞ɭɭʌn̺ə 
அடைந்துள்ளனர் ˀʌ˞ɽʌɪ̯n̪d̪ɨ˞ɭɭʌn̺ʌr 
அடைந்துவிட ˀʌ˞ɽʌɪ̯n̪d̪ɨʋɪ˞ɽə 
அடைபடுவதைத் ˀʌ˞ɽʌɪ̯βʌ˞ɽɨʋʌðʌɪ̯t̪ 
அடைபட்டிருக்கும் ˀʌ˞ɽʌɪ̯βʌ˞ʈʈɪɾɨkkɨm 
அடைபட்டு ˀʌ˞ɽʌɪ̯βʌ˞ʈʈɨ 
அடைபவன்தானே ˀʌ˞ɽʌɪ̯βʌʋʌn̪d̪ɑːn̺eˑ 
அடைப்பா ˀʌ˞ɽʌɪ̯ppɑː 
அடைப்பு ˀʌ˞ɽʌɪ̯ppʉ̩ 
அடைப்புகளை ˀʌ˞ɽʌɪ̯ppʉ̩xʌ˞ɭʼʌɪ̯ 
அடைப்பை ˀʌ˞ɽʌɪ̯ppʌɪ̯ 
அடைமழை ˀʌ˞ɽʌɪ̯mʌ˞ɻʌɪ̯ 
அடைமழையில் ˀʌ˞ɽʌɪ̯mʌ˞ɻʌjɪ̯ɪl 
அடைமொழியோடு ˀʌ˞ɽʌɪ̯mo̞ɻɪɪ̯o˞ːɽɨ 
அடைய ˀʌ˞ɽʌjɪ̯ə 
அடையச் ˀʌ˞ɽʌjɪ̯ʌtʃ 
அடையமுடியவில்லை ˀʌ˞ɽʌjɪ̯ʌmʉ̩˞ɽɪɪ̯ʌʋɪllʌɪ̯ 
அடையவில்லை ˀʌ˞ɽʌjɪ̯ʌʋɪllʌɪ̯ 
அடையவேண்டும் ˀʌ˞ɽʌjɪ̯ʌʋe˞ːɳɖɨm 
அடையார் ˀʌ˞ɽʌjɪ̯ɑːr 
அடையாறில் ˀʌ˞ɽʌjɪ̯ɑːɾɪl 
அடையாறு ˀʌ˞ɽʌjɪ̯ɑːɾɨ 
அடையாறுக்கு ˀʌ˞ɽʌjɪ̯ɑːɾɨkkɨ 
அடையாற்றின் ˀʌ˞ɽʌjɪ̯ɑːt̺t̺ʳɪn̺ 
அடையாற்றில் ˀʌ˞ɽʌjɪ̯ɑːt̺t̺ʳɪl 
அடையாள ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼə 
அடையாளங்களை ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌŋgʌ˞ɭʼʌɪ̯ 
அடையாளத்துக்கு ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌt̪t̪ɨkkɨ 
அடையாளத்தை ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌt̪t̪ʌɪ̯ 
அடையாளத்தையும் ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌt̪t̪ʌjɪ̯ɨm 
அடையாளமாக ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmɑːxə 
அடையாளமாகக் ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmɑːxʌk 
அடையாளமாகத் ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmɑːxʌt̪ 
அடையாளமாகவும் ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmɑːxʌʋʉ̩m 
அடையாளமானது ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmɑːn̺ʌðɨ 
அடையாளமே ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmeˑ 
அடையாளமோ ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmoˑ 
அடையாளம் ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌm 
அடையாளம்காட்டி ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmgɑ˞ːʈʈɪˑ 
அடையாளம்தான் ˀʌ˞ɽʌjɪ̯ɑ˞ːɭʼʌmt̪ɑːn̺ 
அடையும் ˀʌ˞ɽʌjɪ̯ɨm 
அடையும்போது ˀʌ˞ɽʌjɪ̯ɨmboːðɨ 
அடைவதற்கான ˀʌ˞ɽʌɪ̯ʋʌðʌrkɑːn̺ə 
அடைவதற்கு ˀʌ˞ɽʌɪ̯ʋʌðʌrkɨ 
அடைவதையோ ˀʌ˞ɽʌɪ̯ʋʌðʌjɪ̯oˑ 
அடைவர் ˀʌ˞ɽʌɪ̯ʋʌr 
அடைவேன் ˀʌ˞ɽʌɪ̯ʋeːn̺ 
அடைவோம் ˀʌ˞ɽʌɪ̯ʋoːm 
அட் ˀʌ˞ʈ 
அட்ஜஸ்ட் ˀʌ˞ʈdʒʌsʈ 
அட்ஜஸ்மெண்ட் ˀʌ˞ʈdʒʌsmɛ̝ɳɖ 
அட்ஜெட்ஸ்ட் ˀʌ˞ʈdʒɛ̝ʈsʈ 
அட்ஜெஸ்ட் ˀʌ˞ʈdʒɛ̝sʈ 
அட்ஜெஸ்ட்மெண்ட் ˀʌ˞ʈdʒɛ̝sʈmɛ̝ɳɖ 
அட்டவணை ˀʌ˞ʈʈʌʋʌ˞ɳʼʌɪ̯ 
அட்டவணையில் ˀʌ˞ʈʈʌʋʌ˞ɳʼʌjɪ̯ɪl 
அட்டாக் ˀʌ˞ʈʈɑːk 
அட்டூழியங்களையும் ˀʌ˞ʈʈu˞ːɻɪɪ̯ʌŋgʌ˞ɭʼʌjɪ̯ɨm 
அட்டை ˀʌ˞ʈʈʌɪ̯ 
அட்டைஇடம் ˀʌ˞ʈʈʌɪ̯ɪ˞ɽʌm 
அட்டைகளும் ˀʌ˞ʈʈʌɪ̯xʌ˞ɭʼɨm 
அட்டைகளை ˀʌ˞ʈʈʌɪ̯xʌ˞ɭʼʌɪ̯ 
அட்டைகளைக் ˀʌ˞ʈʈʌɪ̯xʌ˞ɭʼʌɪ̯k 
அட்டைகள் ˀʌ˞ʈʈʌɪ̯xʌ˞ɭ 
அட்டைக்கு ˀʌ˞ʈʈʌjccɨ 
அட்டைதாரர்களுக்கும் ˀʌ˞ʈʈʌɪ̯ðɑːɾʌrɣʌ˞ɭʼɨkkɨm 
அட்டைபெட்டிகளில் ˀʌ˞ʈʈʌɪ̯βɛ̝ʈʈɪxʌ˞ɭʼɪl 
அட்டையாக ˀʌ˞ʈʈʌjɪ̯ɑːxə 
அட்டையில் ˀʌ˞ʈʈʌjɪ̯ɪl 
அட்டையைச் ˀʌ˞ʈʈʌjɪ̯ʌɪ̯tʃ 
அட்ரியானா ˀʌ˞ʈrɪɪ̯ɑːn̺ɑː 
அட்லாண்டிக் ˀʌ˞ʈlɑ˞ːɳɖɪk 
அட்வகேட் ˀʌ˞ʈʋʌxe˞ːʈ 
அட்வெஞ்சர் ˀʌ˞ʈʋɛ̝ɲdʒʌr 
அட்வைசர்ஸ் ˀʌ˞ʈʋʌɪ̯tʃʌrs 
அணி ˀʌ˞ɳʼɪˑ 
அணிகலன்களுக்கும் ˀʌ˞ɳʼɪxʌlʌn̺gʌ˞ɭʼɨkkɨm 
அணிகளாக ˀʌ˞ɳʼɪxʌ˞ɭʼɑːxə 
அணிகளாகப் ˀʌ˞ɳʼɪxʌ˞ɭʼɑːxʌp 
அணிகளாகும் ˀʌ˞ɳʼɪxʌ˞ɭʼɑːxɨm 
அணிகளான ˀʌ˞ɳʼɪxʌ˞ɭʼɑːn̺ə 
அணிகளிடம் ˀʌ˞ɳʼɪxʌ˞ɭʼɪ˞ɽʌm 
அணிகளின் ˀʌ˞ɳʼɪxʌ˞ɭʼɪn̺ 
அணிகளில் ˀʌ˞ɳʼɪxʌ˞ɭʼɪl 
அணிகளுக் ˀʌ˞ɳʼɪxʌ˞ɭʼɨk 
அணிகளுக்கு ˀʌ˞ɳʼɪxʌ˞ɭʼɨkkɨ 
அணிகளுக்குப் ˀʌ˞ɳʼɪxʌ˞ɭʼɨkkɨp 
அணிகளுடன் ˀʌ˞ɳʼɪxʌ˞ɭʼɨ˞ɽʌn̺ 
அணிகளும் ˀʌ˞ɳʼɪxʌ˞ɭʼɨm 
அணிகளை ˀʌ˞ɳʼɪxʌ˞ɭʼʌɪ̯ 
அணிகள் ˀʌ˞ɳʼɪxʌ˞ɭ 
அணிக்காக ˀʌ˞ɳʼɪkkɑːxə 
அணிக்கு ˀʌ˞ɳʼɪkkɨ 
அணிக்கும் ˀʌ˞ɳʼɪkkɨm 
அணிச் ˀʌ˞ɳʼɪtʃ 
அணிச்செயலாளர் ˀʌ˞ɳʼɪtʃtʃɛ̝ɪ̯ʌlɑ˞ːɭʼʌr 
அணித் ˀʌ˞ɳʼɪt̪ 
அணிந்தபடி ˀʌ˞ɳʼɪn̪d̪ʌβʌ˞ɽɪˑ 
அணிந்தான் ˀʌ˞ɳʼɪn̪d̪ɑːn̺ 
அணிந்திருக்கவில்லை ˀʌ˞ɳʼɪn̪d̪ɪɾɨkkʌʋɪllʌɪ̯ 
அணிந்திருந்தார் ˀʌ˞ɳʼɪn̪d̪ɪɾɨn̪d̪ɑːr 
அணிந்து ˀʌ˞ɳʼɪn̪d̪ɨ 
அணிந்துகொண்டு ˀʌ˞ɳʼɪn̪d̪ɨxo̞ɳɖɨ 
அணிய ˀʌ˞ɳʼɪɪ̯ə 
அணியாக ˀʌ˞ɳʼɪɪ̯ɑːxə 
அணியாகவும் ˀʌ˞ɳʼɪɪ̯ɑːxʌʋʉ̩m 
அணியாகிய ˀʌ˞ɳʼɪɪ̯ɑːçɪɪ̯ə 
அணியான ˀʌ˞ɳʼɪɪ̯ɑːn̺ə 
அணியாமல் ˀʌ˞ɳʼɪɪ̯ɑːmʌl 
அணியால் ˀʌ˞ɳʼɪɪ̯ɑːl 
அணியிடம் ˀʌ˞ɳʼɪɪ̯ɪ˞ɽʌm 
அணியினர் ˀʌ˞ɳʼɪɪ̯ɪn̺ʌr 
அணியின் ˀʌ˞ɳʼɪɪ̯ɪn̺ 
அணியில் ˀʌ˞ɳʼɪɪ̯ɪl 
அணியுடன் ˀʌ˞ɳʼɪɪ̯ɨ˞ɽʌn̺ 
அணியும் ˀʌ˞ɳʼɪɪ̯ɨm 
அணியை ˀʌ˞ɳʼɪɪ̯ʌɪ̯ 
அணிவகுக்கின்றன ˀʌ˞ɳʼɪʋʌxɨkkʲɪn̺d̺ʳʌn̺ə 
அணிவகுத்திருப்பது ˀʌ˞ɳʼɪʋʌxɨt̪t̪ɪɾɨppʌðɨ 
